# First line is layer exposure time in seconds. Next lines are measured membrane thicknesses in pixels. 0 means there was no membrane.,,,
2,1,0.5,0.25
605,312,223.002,89
596,404,215,75
618,389,218,79
611,401,223,71
620,413.001,234,101
603,422.001,212.002,0
