# First line is layer exposure time in seconds. Next lines are measured membrane thicknesses in pixels. 0 means there was no membrane.,,,
2.00E+00,1.50E+00,1.00E+00,5.00E-01
2.64E+02,1.93E+02,1.26E+02,3.20E+01
2.44E+02,1.92E+02,1.16E+02,3.40E+01
2.69E+02,1.83E+02,1.26E+02,3.60E+01
2.31E+02,1.73E+02,1.33E+02,2.90E+01
2.51E+02,0,1.33E+02,3.10E+01
2.24E+02,1.92E+02,1.38E+02,2.00E+01
