# First line is layer exposure time in seconds. Next lines are measured membrane thicknesses in pixels. 0 means there was no membrane.,,,
3,2,1.5,1
329.2,269.2,187.8,116
362.2,259.5,205.3,124
369.9,255.6,211.1,120
352.4,429.9,189.8,149
367.9,282.7,201.4,147
367.9,271.1,178.1,145
