# First line is layer exposure time in seconds. Next lines are measured membrane thicknesses in pixels. 0 means there was no membrane.,,,
2.00E+00,1.50E+00,1.00E+00,5.00E-01
3.20E+02,2.36E+02,2.05E+02,1.01E+02
3.28E+02,2.64E+02,2.09E+02,9.40E+01
3.39E+02,2.77E+02,2.07E+02,9.20E+01
3.25E+02,2.72E+02,1.96E+02,7.60E+01
3.59E+02,2.49E+02,1.86E+02,7.90E+01
3.14E+02,2.69E+02,1.89E+02,8.00E+01
