# First line is layer exposure time in seconds. Next lines are measured membrane thicknesses in pixels. 0 means there was no membrane.,,,,
0.35,0.4,0.5,0.7,0.9
96,108,152,253,311
92,110,164,271,323
81,102,160,261,290
98,106,166,278,346
77,121,170,255,315
92,102,140,269,354
